RMS,Mean,Variance,CrestFactor,Energy,DominantFreq,Label
0.09039657,-0.004104197,0.008162663,2.312875,8.367657,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.0920312,-0.004260182,0.008459853,2.577198,8.673017,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09097002,0.006391346,0.008242744,2.797137,8.474157,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08233678,0.002731174,0.006778507,2.607105,6.94205,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.0826273,-0.000452608,0.006833737,2.452418,6.991126,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08717986,0.006308913,0.007567916,2.586542,7.782736,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08542188,-0.007594317,0.0072463,2.542956,7.472023,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08220775,0.01087826,0.006646267,2.626046,6.920308,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09144834,-0.003655553,0.008357598,2.495512,8.563507,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09296222,-0.002676994,0.00864325,2.374116,8.849382,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09490862,-0.008216947,0.008948865,2.775593,9.223831,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08753149,0.007508636,0.007612815,2.584519,7.845644,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09649003,0.003694326,0.009305763,2.495742,9.533773,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09473283,-0.006601334,0.008939456,2.659618,9.189692,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08910667,-0.00258708,0.007941059,2.370672,8.130559,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08899803,0.005621403,0.00789676,2.349905,8.110746,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09087149,0.007114679,0.00821503,2.409261,8.455811,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09543388,0.002164364,0.009111836,2.616417,9.326208,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09669605,0.0024423,0.009353292,2.415627,9.574529,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09894559,-0.004235715,0.009781838,2.444291,10.0252,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09300828,-0.003079176,0.008649506,2.548811,8.858153,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09287068,-0.004855961,0.008609789,2.600564,8.831961,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09268277,-0.01040968,0.008490021,2.849825,8.796259,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09032772,-0.005310059,0.008138849,2.347071,8.354917,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08318406,0.005386859,0.006897304,2.459117,7.085657,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07845976,-0.006611645,0.006118193,2.603687,6.303677,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.0733404,0.001599133,0.005381512,2.733002,5.507906,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07136999,0.004552692,0.005077905,2.698563,5.215924,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07142345,-0.000502408,0.00510604,2.658089,5.22374,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.06732877,-0.007664979,0.004478783,2.602178,4.641959,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.06890497,-0.007401049,0.004697706,2.919555,4.861844,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.0695511,-0.008358419,0.004772151,2.6669,4.953452,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09824208,0.008846164,0.009582607,2.395318,9.883142,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07174776,-0.004910797,0.005128633,3.241557,5.271286,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.06987344,-0.000761002,0.004886491,2.84939,4.999473,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07281178,0.004009396,0.005290646,2.856369,5.428793,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07305563,0.008004785,0.005278203,2.633374,5.465217,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.0739595,0.006282032,0.005435851,2.613983,5.601288,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07918368,-0.00962165,0.006183517,2.64386,6.420537,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07713907,0.005289644,0.005928242,2.52681,6.093246,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07426606,0.00172478,0.00551786,2.403073,5.647819,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07871714,-0.006582946,0.006159067,2.909588,6.345102,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07675083,0.003216475,0.00588609,2.554304,6.032067,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09681254,0.006606162,0.009338144,2.296718,9.597611,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08127089,-0.002601981,0.006604634,2.715272,6.763476,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08420351,0.003840357,0.007082398,2.831275,7.260397,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08957689,0.001471251,0.008029695,2.539131,8.216597,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08643974,-0.009137452,0.007395554,3.021758,7.651152,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08804917,0.003319323,0.007749206,2.429991,7.93872,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08669171,0.007665843,0.007463974,2.542319,7.695823,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08876048,-0.001910269,0.007882468,2.721675,8.067505,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.08539598,-0.004213423,0.007281828,2.602693,7.467493,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07778158,0.000517041,0.006055621,2.759395,6.195174,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07530607,0.003028274,0.005667366,2.70462,5.807109,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.09544427,0.004565984,0.009097641,2.570729,9.328239,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07513464,-0.008179039,0.005583771,2.783902,5.7807,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07668239,-0.001300275,0.005884242,3.142799,6.021314,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.073942,0.008867651,0.00539405,2.842837,5.598637,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07271785,0.005597115,0.005261694,2.697646,5.414794,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07038154,-0.008023202,0.004893967,3.136244,5.072446,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.0717365,-0.001495957,0.005148916,2.689456,5.269633,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07387136,0.007389575,0.005407652,2.484078,5.587945,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.073247,0.004204243,0.005352673,2.63566,5.493886,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07417814,-0.008975834,0.00542713,2.782773,5.634455,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.07633698,-0.006806552,0.005786654,2.954733,5.967191,602.9297,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine1_good
0.06204948,-0.001648635,0.003851179,3.364093,3.942541,4909.57,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06169142,-0.01664343,0.003532276,3.287156,3.897171,4909.57,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05419154,0.001473308,0.002937421,3.748278,3.007205,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05336845,-0.008656293,0.00277597,2.90889,2.916548,4866.504,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05847412,0.004319638,0.003403888,2.96282,3.501284,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.04935869,-0.007387727,0.002384029,3.505039,2.494751,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05962511,0.003181964,0.003548493,3.169216,3.640478,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05537163,-0.007476717,0.003013057,3.458961,3.139601,4521.973,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05749337,0.003266096,0.00329804,3.123768,3.384819,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05229734,-0.007270247,0.002684777,2.908362,2.800653,4263.574,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05744646,0.003557295,0.003290654,3.330844,3.379298,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05342439,-0.005904317,0.00282206,3.257149,2.922666,1248.926,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06149538,0.004997879,0.003760373,3.301605,3.872442,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06211578,0.008234531,0.003794266,3.157595,3.950971,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05004046,-0.006708145,0.002461452,4.053726,2.564145,4909.57,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05402612,0.005713731,0.002888995,3.767664,2.988873,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05185919,-0.004923165,0.002667743,3.412537,2.753921,4866.504,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.0587011,0.008963943,0.003368756,3.129163,3.528519,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.04919085,-0.006067634,0.002385252,3.528166,2.477813,4263.574,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06217836,0.009157926,0.003785977,2.831957,3.958936,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05168701,-0.003222317,0.002663764,4.405201,2.735664,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05229017,0.003870606,0.002721939,3.151547,2.799884,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05495694,-0.00368771,0.003009605,4.396309,3.092751,4263.574,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05611619,0.0021303,0.003147561,3.996595,3.224603,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06050415,-0.008386999,0.003593919,3.447494,3.74861,4866.504,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05734902,0.000296235,0.003292036,3.801592,3.367844,1248.926,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06012003,-0.000889897,0.003617156,3.198964,3.701164,4478.906,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05062907,0.000203162,0.002565767,3.795629,2.624822,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05205923,0.001320034,0.002711069,3.671425,2.775208,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05690482,0.005221635,0.003214031,3.487504,3.315875,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05878827,-0.000767857,0.003458848,2.991631,3.539006,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05229948,-0.00413692,0.002720778,3.661562,2.800881,4909.57,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05641686,0.007336527,0.003132096,3.157409,3.259251,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05968662,-0.007517636,0.003509403,3.603109,3.647993,4909.57,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06205155,0.001598567,0.0038516,3.832676,3.942804,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05790904,0.000328004,0.003356626,3.531898,3.43394,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05490693,0.002412617,0.003011891,2.946325,3.087126,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.0575253,-0.003564626,0.003299674,3.405325,3.38858,4866.504,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06054333,0.005687863,0.003636693,2.902388,3.753467,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05745347,-0.008467644,0.003232356,3.554592,3.380123,4909.57,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05895077,0.005216599,0.00345135,3.934361,3.558598,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06619169,-0.002545625,0.004379136,3.331997,4.486492,4866.504,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05196095,-0.000226945,0.002702527,3.414077,2.764739,43.06641,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05815574,0.00770244,0.00332601,2.994258,3.46326,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.0582954,-0.004773945,0.003378862,3.555081,3.479914,4866.504,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05993277,0.002059996,0.003591199,3.573544,3.678143,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05763407,-0.006980658,0.003276155,3.078017,3.401407,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05460538,-0.001583397,0.002982151,3.777436,3.05331,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05533263,0.004091024,0.00304794,2.898287,3.135181,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06386939,-0.000276655,0.00408321,2.889808,4.177203,4478.906,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05819336,-0.003142059,0.003379894,3.28285,3.467742,4909.57,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05584103,0.008859366,0.003042703,3.351734,3.193058,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05968612,-0.004929483,0.003541591,3.14399,3.647932,4866.504,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.0539822,0.003894895,0.002901741,3.531596,2.984015,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05515221,-0.008912712,0.002965225,3.445609,3.114769,4866.504,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.0620392,0.005490601,0.003822447,3.60175,3.941235,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05996973,-0.00426802,0.003581649,3.340817,3.682682,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.0581618,0.002107441,0.003381656,3.386423,3.463982,4866.504,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05572391,-0.00331828,0.003097167,3.732281,3.179678,4909.57,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05499699,-0.000711769,0.003027116,3.26334,3.097261,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05376929,-0.001173705,0.002892584,3.888389,2.960524,4263.574,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05587867,0.005819917,0.003091573,2.827367,3.197364,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.04862777,-0.003684193,0.002353384,3.932385,2.421412,4478.906,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06163003,0.005441815,0.00377233,4.15748,3.889419,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.04513989,-0.006802827,0.001993278,4.298433,2.086512,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05909367,0.004574656,0.003474526,3.085653,3.575871,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05683538,-0.01015955,0.0031301,3.109996,3.307786,4478.906,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05124487,0.004514933,0.002608199,3.633891,2.689062,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05253635,-0.004066616,0.002746212,3.858819,2.82631,990.5273,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06314806,0.005752236,0.003958453,3.04267,4.083382,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05667973,0.003782213,0.003201412,3.399054,3.289694,129.1992,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05543455,-0.002378732,0.003070328,3.199596,3.146742,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05169649,0.002362072,0.002669555,3.664129,2.736668,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05687637,0.000457227,0.003237874,3.31433,3.31256,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05288564,-0.002135724,0.002795059,3.075669,2.864016,4478.906,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.06083496,0.004433244,0.003684836,3.072077,3.789713,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05256644,-0.002033532,0.002761791,3.061254,2.829548,4909.57,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
0.05724434,0.007307231,0.00322667,3.882646,3.355561,947.4609,C:\Users\sonar\Desktop\Assignments\sem7 project\Dataset\train_cut\engine2_broken
